Address (Brooklyn),Close Date,Sale Price,Neighborhood,Square Footage (ft2),PPSF,Type,Beds,Baths,Living Room Width,Living Room Length,Bedroom 1 Width,Bedroom 1 Length,Bedroom 2 Width,Bedroom 2 Length,Bedroom 3 Width,Bedroom 3 Length,"Kitchen Type (Line, L-shape, Island, Galley)",Closets,Walk In (Living Room),Walk In (Master Bedroom),
307 Sixth Avenue #1R,5/5/2023,"$1,150,000",Park Slope,,#DIV/0!,Condo,2,1,14,19,10,17,14,11,,,Galley,4,0,1,
909 Dekalb Avenue,5/4/2023,"$1,995,000",Stuyvesant Heights,,#DIV/0!,Townhouse,9,3,,,,,,,,,,,,,
350 Putnam Avenue,1/25/2023,"$1,295,000",Bedford-Stuyvesant,,#DIV/0!,Multi-family,4,3,11,25.1,14.9,12.1,10.2,15.8,10,17.4,Line,7,0,1,
414 Albemarle Road #2G,3/2/2023,"$775,000",Kensington,,#DIV/0!,Co-op,2,1,12,19,15,13,14,10,,,Galley,5,0,0,
4113 Seventh Avenue #13,1/14/2023,"$537,500",Sunset Park,,#DIV/0!,Co-op,2,1,13.1,18.8,9.1,11.1,8.1,11.1,,,Galley,3,0,0,
135 Hawthorne Street #4J,3/18/2023,"$525,000",Prospect Lefferts Gardens,,#DIV/0!,Co-op,1,1,12,20.4,12,18.1,,,,,Galley,5,1,0,
47 Bay Ridge Parkway,2/6/2023,"$1,325,000",Bay Ridge,,#DIV/0!,House,4,2.5,23.2,16.4,13.11,16.4,12.11,9.8,11.1,9.8,Galley,9,0,0,
853 Bushwick Avenue,1/31/2023,"$1,495,000",Bushwick,"3,159",$473,Townhouse,6,3,,,,,,,,,,,,,
979 Lafayette Avenue #2,6/16/2023,"$950,000",Stuyvesant Heights,"1,046",$908,Condo,2,2,18.6,15.9,10,15,8.2,12.8,,,Island,5,0,0,
431 Metropolitan Avenue,3/17/2023,"$2,000,000",Williamsburg,"2,820",$709,Building,4,2.5,,,,,,,,,,,,,
512 Tenth Street,2/9/2023,"$3,995,000",Park Slope,,#DIV/0!,Townhouse,4,3,25.2,24.9,,,,,,,Island,4,0,1,
49 Kingston Avenue,6/24/2023,"$2,150,000",Bedford-Stuyvesant,,#DIV/0!,Multi-family,8,5,,,,,,,,,,,,,
385 Argyle Road #3B,5/3/2023,"$615,000",Ditmas Park,920,$668,Co-op,1,1,12.6,20,12.2,18,,,,,Galley,4,0,0,
441 Court Street #3R,5/31/2023,"$575,000",Carroll Gardens,,#DIV/0!,Co-op,1,1,13.8,14.7,15.4,11.3,,,,,Line,0,0,1,
1649 East 36th Street,3/28/2023,"$769,000",Marine Park,,#DIV/0!,House,3,1.5,10.4,11.7,13,16.1,9.1,8.1,9.1,13.4,Galley,10,0,0,
8311 14th Avenue,3/6/2023,"$1,338,000",Bensonhurst,"1,760",$760,House,3,2.5,19.8,15.2,11.6,16.9,12,13,,,Line,8,0,0,
176 Johnson Street #7E,4/6/2023,"$1,200,000",Downtown Brooklyn,"1,179","$1,018",Condo,2,1,15.1,33.7,12.6,16,9.5,12.4,,,L-shape,0,1,1,
319 Prospect Avenue,1/19/2023,"$1,700,000",Park Slope,"1,620","$1,049",Multi-family,3,3,,,,,,,,,Island,0,0,0,
112 India Street #2,5/24/2023,"$990,000",Greenpoint,616,"$1,607",Condo,1,1,11.1,13.6,9.1,10.11,,,,,,,,,
504 Tenth Street,2/17/2023,"$2,750,000",Park Slope,,#DIV/0!,Multi-family,4,2,20,11.5,28.9,9.1,12,16,,,Galley,8,0,0,
489 Willoughby Avenue,5/24/2023,"$2,499,000",Bedford-Stuyvesant,"3,600",$694,Multi-family,6,4,13,10.7,13,16.8,12.2,12.7,12.2,7.5,L-shape,9,0,0,
184 Kent Avenue #C311,2/2/2023,"$2,450,000",Williamsburg,"1,429","$1,714",Condo,3,3,20.11,13,10.4,12.9,11.7,13.7,12.5,13.3,Galley,5,0,0,
770 Mac Donough Street,3/9/2023,"$1,525,000",Ocean Hill,"3,300",$462,Multi-family,6,3,,,,,,,,,,,,,
316 Second Street #5E,1/21/2023,"$1,499,000",Park Slope,991,"$1,513",Condo,2,1,13.6,9,14.8,13,8.5,10.4,,,L-shape,4,0,0,
922 Eighth Avenue #1,5/4/2023,"$1,725,000",Park Slope,"1,738",$993,Co-op,4,1,11.9,21.7,9.6,12.3,10.8,12.3,11.1,14.1,L-shape,6,0,0,
879 East 27th Street,1/19/2023,"$1,250,000",Midwood,,#DIV/0!,Multi-family,6,2,19.5,13.6,14,16.1,9.11,16.1,13.8,16.7,Galley,24,0,0,
349 Prospect Place #1,2/10/2023,"$1,810,000",Prospect Heights,"1,771","$1,022",Condo,2,2.5,16.1,12.3,13.9,10,9.8,9.3,,,Island,6,0,0,
181 73rd Street #454,1/6/2023,"$318,000",Bay Ridge,700,$454,Co-op,1,1,12.1,19.4,11,12.11,,,,,Island,2,0,0,
1171 Ocean Parkway #3F,1/6/2023,"$225,000",Midwood,,#DIV/0!,Co-op,0,1,12.7,20,,,,,,,Galley,3,0,0,
1160 Greene Avenue #3A,3/3/2023,"$585,000",Bushwick,,#DIV/0!,Condo,1,1,13.2,8,24.5,8.1,13.2,8,,,L-shape,2,0,0,
244 14th Street,2/23/2023,"$3,195,750",Park Slope,"2,970","$1,076",Multi-family,4,3.5,17.8,34,18,13,13.5,14,14,15,Island,7,0,1,
117 Beaumont Street,7/14/2023,"$2,890,000",Manhattan Beach,"5,250",$550,House,4,4.5,24.5,16.7,11.9,12,14.8,26.2,17.2,21.7,L-shape,4,0,1,
11 Hoyt Street #55J,2/13/2023,"$1,520,000",Downtown Brooklyn,861,"$1,765",Downtown Brooklyn,1,1,21.3,12.8,13,12.1,,,,,Island,0,0,1,
483 12th Street #4R,2/13/2023,"$995,000",Park Slope,,#DIV/0!,Co-op,2,1,11.1,13,8.6,10,11.1,16.6,,,Galley,2,0,0,
1756 Ocean Avenue #3C,3/22/2023,"$785,000",Midwood,"1,204",$652,Condo,2,2,22,12.5,8.11,10.1,11.7,14.4,6.6,8.6,Island,4,0,0,
834 Sterling Place #407,2/3/2023,"$1,595,000",Crown Heights,"1,860",$858,Condo,3,2,21.2,14,14.6,14.2,16.4,10,16.4,8.1,L-shape,5,0,1,
231 Macdougal Street,5/29/2023,"$799,000",Ocean Hill,,#DIV/0!,Multi-family,4,2,12,13,11.7,8.8,9,13.5,6.2,11.3,Line,3,0,0,
66 Dekoven Court,1/25/2023,"$1,947,000",Ditmas Park,"3,500",$556,House,5,3,15,22.4,16.11,14.16,13,16.3,13,18.5,L-shape,7,0,0,
1967 East 23rd Street,1/26/2023,"$1,365,000",Homecrest,,#DIV/0!,House,3,2,15.5,13.1,15.6,13.8,13.1,10.1,10.1,9.1,Galley,11,0,0,
3165 Nostrand Avenue #4E,4/21/2023,"$259,000",Homecrest,874,$296,Co-op,1,1,,,,,,,,,,,,,
758 53rd Street,1/12/2023,"$1,100,000",Sunset Park,"2,320",$474,Multi-family,6,3,,,,,,,,,,,,,
465 54th Street,3/10/2023,"$1,650,000",Sunset Park,"2,820",$585,Townhouse,5,3,13,19.8,12.9,13,12.9,13,12,13,L-shape,4,0,0,
161 North 4th Street #3F,4/13/2023,"$999,000",Williamsburg,,#DIV/0!,Condo,1,1,19,12.3,13,11.8,,,,,Island,2,0,0,
7109 Ridge Court,3/19/2023,"$975,000",Bay Ridge,,#DIV/0!,House,3,1.5,,,,,,,,,,,,,
511 12th Street #3L,6/9/2023,"$675,000",Park Slope,,#DIV/0!,Co-op,1,1,17.2,11.6,19.9,11,,,,,Galley,0,0,1,
926 Pacific Street #2,1/26/2023,"$1,650,000",Crown Heights,"1,201","$1,374",Condo,3,2,16.7,19.1,10,10.4,7.1,9.6,8,9.6,Island,4,0,0,
8301 Ridge Boulevard #1F,1/5/2023,"$415,000",Bay Ridge,900,$461,Co-op,1,1,,,,,,,,,,,,,
10 Plaza Street East #5C,4/3/2023,"$1,275,000",Prospect Heights,,#DIV/0!,Co-op,2,2,11,16,11.6,16.5,10.7,15.9,,,Island,5,0,0,
2928 West Fifth Street #6P,6/22/2023,"$580,000",Coney Island,"1,250",$464,Co-op,3,1.5,,,,,,,,,,,,,
179 Norfolk Street,7/14/2023,"$1,299,000",Manhattan Beach,"1,672",$777,House,4,1,,,,,,,,,,,,,
206 Lincoln Place #1,5/19/2023,"$375,000",Park Slope,,#DIV/0!,Co-op,0,1,9.6,13.1,11.6,13.1,,,,,L-shape,1,0,0,
37 Hendrix Street,4/17/2023,"$845,000",East New York,,#DIV/0!,Multi-family,8,4,,,,,,,,,,,,,
150 Joralemon Street #10A,5/16/2023,"$949,000",Brooklyn Heights,,#DIV/0!,Co-op,2,1.5,11.6,18.2,9.1,10.9,9.8,16.8,,,Galley,3,0,0,
1515 Madison Place,2/16/2023,"$1,295,000",Marine Park,"1,750",$740,House,4,2.5,14,19,9,19,,,,,Galley,1,0,0,
499 12th Street #1L,3/16/2023,"$1,575,000",Park Slope,,#DIV/0!,Co-op,2,2,14.6,9.1,14.5,12.5,16.4,12,11.5,7.1,Galley,4,0,0,
135 Ocean Parkway #6G,4/12/2023,"$319,000",Kensington,,#DIV/0!,Co-op,0,1,12.6,11.7,7.5,11.7,,,,,Galley,2,1,0,
1862 East 36th Street,7/15/2023,"$598,000",Marine Park,924,$647,House,2,1.5,,,,,,,,,,,,,
771 Union Street #4,3/6/2023,"$819,000",Park Slope,,#DIV/0!,Co-op,1,1,15.5,15.6,15.9,9,,,,,L-shape,2,0,1,
656 Williams Avenue,1/18/2023,"$580,000",East New York,"1,815",$320,House,3,2.5,23,17,15,13,15,9,15,8,Line,6,0,0,
460 East New York Avenue #4B,3/30/2023,"$699,000",Wingate,813,$860,Condo,2,2,9.2,13,18.6,17.6,9,15,11.3,8.9,Line,2,0,0,
526 Union Avenue #308,3/25/2023,"$1,295,000",Williamsburg,888,"$1,458",Condo,2,2,23,11,13.1,10,12.2,10,,,L-shape,4,0,0,
209 Lincoln Place #3D,4/24/2023,"$899,000",Park Slope,,#DIV/0!,Co-op,2,1,20.3,13,15.6,11,11.3,14,,,Galley,4,0,0,
617 Warren Street #1,6/8/2023,"$3,595,000",Park Slope,"2,623","$1,371",Condo,3,2,18.4,14.6,10,11.1,10.3,12.2,7.9,12.2,Island,5,0,1,
1430 East 85th Street,1/5/2023,"$625,000",Canarsie,"2,100",$298,Multi-family,5,2,,,,,,,,,,,,,
224 Hall Street,6/17/2023,"$1,700,000",Clinton Hill,"2,715",$626,Multi-family,2,2,18.1,14.8,18.2,10.2,8.8,10.4,,,Galley,2,0,0,
103 Hemlock Street,2/3/2023,"$815,000",East New York,"2,000",$408,Multi-family,4,2,25.2,20,16,16,11.4,9.6,11.5,7.2,Galley,3,0,0,
1404 Remsen Avenue,2/15/2023,"$999,000",Canarsie,"2,825",$354,Multi-family,7,3,10.3,17.1,9.8,17.3,9,13.8,9.8,6.3,Island,4,0,0,
23 Fiske Place #3,1/27/2023,"$1,495,000",Park Slope,,#DIV/0!,Co-op,3,1,,,,,,,,,,,,,
7402 New Utrecht Avenue,6/22/2023,"$1,300,000",Bensonhurst,"3,338",$389,Building,4,3,,,,,,,,,,,,,
458 East 25th Street #201,7/11/2023,"$550,000",Flatbush,652,$844,Condo,2,1,,,,,,,,,,,,,
173 Amity Street #4E,5/22/2023,"$2,995,000",Cobble Hill,"1,510","$1,983",Condo,2,2,11.9,16.7,13.1,15.3,15,10,,,Island,4,0,0,
211 19th Street,2/15/2023,"$1,300,000",Greenwood,,#DIV/0!,Multi-family,3,3,15.6,11.2,13.6,10.6,9.11,9.1,10.7,9.6,Line ,2,0,0,
952 East 78th Street,5/1/2023,"$747,300",Canarsie,"2,024",$369,Multi-family,4,3,,,,,,,,,,,,,
634 Barbey Street,1/13/2023,"$480,000",East New York,"1,116",$430,House,3,2,,,,,,,,,,,,,
411 Throop Avenue #TH,4/3/2023,"$2,095,000",Stuyvesant Heights,,#DIV/0!,Multi-family,4,3.5,16.9,13.8,16.9,10.3,6.1,10.11,16.9,11.6,Line ,5,0,0,
8745 25th Avenue,4/14/2023,"$1,250,000",Gravesend,"1,856",$673,Multi-family,4,2,,,,,,,,,,,,,
8829 14th Avenue,5/22/2023,"$990,000",Bath Beach,"1,821",$544,Multi-family,4,2,10.1,14.11,10.5,17.1,9.9,13.1,9.4,10.6,L-shape,3,0,0,
2411 Mermaid Avenue,3/9/2023,"$725,000",Coney Island,"1,815",$399,House,4,2.5,,,,,,,,,,,,,
420 44th Street #4,4/12/2023,"$428,000",Sunset Park,900,$476,Co-op,4,1,17.2,12.1,11.8,13.1,11.11,13.1,7.11,10.9,Island,4,0,0,
3105 Avenue V #2E,1/11/2023,"$239,000",Homecrest,950,$252,Co-op,4,2,18 14.1,15,11,12.5,8,,,,Galley,4,0,0,
383 Carlton Avenue #9S,5/23/2023,"$1,248,678",Fort Greene,978,"$1,277",Condo,2,2,14.3,15,10.11,10.11,10.8,16.1,,,L-shape,3,0,0,
62 North 3rd Street #3A,1/19/2023,"$1,725,000",Williamsburg,"1,014","$1,701",Condo,2,2,10.9,10.5,12.4,11.9,11.9,12.4,,,Line,1,0,1,
1388 East 49th Street,3/24/2023,"$949,000",East Flatbush,"1,872",$507,House,3,3.5,16.7,18.7,13.6,14.5,13,14.5,,,Line,9,1,0,
617 45th Street,1/23/2023,"$1,250,000",Sunset Park,"3,000",$417,Multi-family,6,2,11.3,13.11,11.7,16.7,7.2,8.8,,,Line,2,0,0,
413 8th Street,1/6/2023,"$4,550,000",Park Slope,,#DIV/0!,House,4,3,10.4,22.8,16,13.11,8,12.11,9.6,13.2,Island,12,0,0,
1 Tiffany Place #5M,1/31/2023,"$725,000",Columbia St Waterfront District,843,$860,Condo,1,1,14.6,23,11.3,16,,,,,Galley,3,0,0,
78 Eighth Avenue #6C,4/13/2023,"$620,000",Park Slope,,#DIV/0!,Co-op,1,1,12.7,14.1,9.8,10.5,,,,,Line,2,0,0,
14 Stockholm Street14 Stockholm Street,3/31/2023,"$1,595,000",Bushwick,"2,000",$798,Multi-family,4,3,11.6,9,11.9,10.4,16,10,16.4,10,L-shape,2,0,0,
818 60th Street #5B,6/21/2023,"$728,175",Sunset Park,730,$998,Condo,2,2,,,,,,,,,,,,,
818 60th Street #3B,6/1/2023,"$756,000",Sunset Park,730,"$1,036",Condo,2,2,,,,,,,,,,,,,
420 Lafayette Avenue,6/13/2023,"$2,250,000",Bedford-Stuyvesant,"2,955",$761,Multi-family,5,4,14.7,16.11,15.2,13.3,9.9,17.6,15.2,17.7,Line,6,0,0,
6920 17th Avenue,1/4/2023,"$1,630,000",Bensonhurst,"2,100",$776,Multi-family,4,3,,,,,,,,,,,,,
1019 Van Siclen Avenue #1C,1/27/2023,"$380,000",New Lots,920,$413,Condo,2,1,19,14.1,10.2,13,10.4,16,,,Galley,4,0,0,
1411 77th Street,3/17/2023,"$1,488,000",Bensonhurst,"1,764",$844,Multi-family,,,,,,,,,,,,,,,
1015 President Street #4R,1/20/2023,"$1,085,000",Crown Heights,,#DIV/0!,Condo,2,2.5,21.11,12.8,12,9.1,9.4,9.8,,,Island,3,0,0,
951 77th Street,3/7/2023,"$1,588,000",Dyker Heights,"2,232",$711,Multi-family,5,2.5,,,,,,,,,,,,,
2202 Glenwood Road,1/25/2023,"$1,700,000",Ditmas Park,"2,725",$624,Multi-family,5,3,12.22,15.4,11.1,12.11,8.6,9.1,11.8,,Galley,1,0,0,
101 Douglass Street #PH,7/17/2023,"$2,295,000",Boerum Hill,"1,272","$1,804",Condo,3,2,16.5,17.6,8.7,12.8,8.4,12.8,11.3,13.7,L-shape,2,0,0,
33 Sterling Street,6/14/2023,"$1,800,000",Prospect Lefferts Gardens,,#DIV/0!,House,4,2,12.4,14.9,19.8,16.9,11,14.3,8,10.8,Galley,0,0,0,
353 Ocean Avenue #2B,3/7/2023,"$899,000",Prospect Lefferts Gardens,"1,010",$890,Condo,2,2,,,,,,,,,Line,5,0,0,
524 9th Street,1/2/2023,"$1,925,000",Park Slope,,#DIV/0!,Multi-family,3,1.5,12.11,27.7,13,13.8,7.8,15.7,7.3,11.6,Line,2,0,0,
2021 84th Street #4L,3/10/2023,"$399,000",Bensonhurst,823,$485,Co-op,2,1,,,,,,,,,,,,,
173 Bayard Street #2R,3/24/2023,"$995,000",Greenpoint,665,"$1,496",Condo,1,1.5,13.9,18.1,,,,,,,Island,0,0,0,
516 Lexington Avenue #TWNHSE,3/9/2023,"$2,299,000",Stuyvesant Heights,"4,800",$479,Multi-family,6,3,13.6,26,17.9,17.8,8.4,14.1,9.1,14.1,Galley,4,0,1,
910 Park Place #5C,1/5/2023,"$742,500",Crown Heights,867,$856,Condo,2,1,13,20.6,13.6,12,12.8,8.7,,,L-shape,3,0,0,
355 Clinton Avenue #12D,3/28/2023,"$699,000",Clinton Hill,750,$932,Co-op,2,1,10.9,10.1,10.6,20.1,10.6,20.1,7.9,10.1,L-shape,4,0,0,
374 Putnam Avenue,3/31/2023,"$1,500,000",Bedford-Stuyvesant,"2,520",$595,House,5,2,13,20.5,13,17,13,21.5,13,14.7,Galley,5,0,0,
115 Bay 08th Street,2/2/2023,"$1,415,000",Bath Beach,"2,160",$655,Multi-family,5,3,14.11,11.9,11.2,12,6.3,12,7.7,11.5,Galley,3,0,0,
2533 Cortelyou Road,1/19/2023,"$749,000",Flatbush,"1,376",$544,House,3,2.5,19.2,14.1,12.11,14.8,13,11.8,13.1,8.1,Galley,1,0,0,
458 East 25th Street #304,3/13/2023,"$450,000",Flatbush,459,$980,Condo,1,1,8.1,7.8,8.6,12.4,4.4,7.4,,,Line,2,0,0,
103 President Street #2,1/10/2023,"$1,150,000",Columbia St Waterfront District,850,"$1,353",Condo,2,2,13.5,10.9,13,8,13.4,9.5,,,Island,3,0,0,
458 East 25th Street #PH3,3/23/2023,"$625,000",Flatbush,615,"$1,016",Condo,2,1,10.4,9.6,9.7,8.5,9,12.1,,,L-shape,3,0,0,
2935 West 5th Street #22C,6/25/2023,"$409,000",Coney Island,"1,000",$409,Co-op,2,1,24.3,12.3,12.8,10,16,10.6,,,Galley,5,0,0,
734 5th Avenue #2,6/26/2023,"$599,000",Greenwood,673,$890,Condo,1,1,20.3,12,11.2,10,,,,,Island,2,0,0,
654 Humboldt Street #1,1/16/2023,"$2,100,000",Greenpoint,"1,350","$1,556",Condo,3,2.5,,,,,,,,,Island,3,0,0,
613 Baltic Street #4D,3/9/2023,"$1,600,000",Park Slope,"1,139","$1,405",Condo,2,2,16.11,14.5,17,12.11,13.3,10,,,Island,2,0,1,
1123 Park Place,2/9/2023,"$2,300,000",Crown Heights,"3,144",$732,Multi-family,4,3.5,19.2,12.4,14.2,9.8,10.7,8.1,12.6,10.4,Island,3,0,1,
426 47th Street,2/15/2023,"$1,648,000",Sunset Park,"2,232",$738,Multi-family,5,5,12.5,17.11,10.8,14.2,,,,,Galley,0,0,1,
360 Tompkins Avenue #4,5/10/2023,"$1,250,000",Bedford-Stuyvesant,"1,125","$1,111",Condo,3,3,18.5,12.6,10.9,15,8,15,12,9.5,Island,0,0,0,
453 Henry Street,1/26/2023,"$5,395,000",Cobble Hill,,#DIV/0!,Townhouse,4,3.5,,,,,,,,,,,,,
654 Humboldt Street #1,1/16/2023,"$2,100,000",Greenpoint,"1,350","$1,556",Condo,3,2.5,,,,,,,,,Island,3,0,0,
613 Baltic Street #4D,3/9/2023,"$1,600,000",Park Slope,"1,139","$1,405",Condo,2,2,16.11,14.5,17,12.1,13.2,10,,,Island,2,0,1,
1123 Park Place,2/9/2023,"$2,300,000",Crown Heights,"3,144",$732,Multi-family,4,3.5,21,12,16,18,14.9,10.4,14.2,9.8,Island,7,0,1,
1 Grand Army Plaza #14D,3/31/2023,"$4,750,000",Prospect Heights,"2,608","$1,821",Condo,3,3,34.4,15.9,23.5,17.4,15.5,13,15.3,12.11,Island,4,0,1,
195 Classon Avenue #4A,6/26/2023,"$1,176,500",Bedford-Stuyvesant,"1,186",$992,Condo,2,2,16,19,13.1,12,9.4,10.7,,,L-shape,4,0,0,
98 Front Street #9J,3/14/2023,"$1,375,000",DUMBO,918,"$1,498",Condo,2,2,12.2,29.6,10.1,12.5,10.2,9.5,,,Island,3,0,0,
852 East Seventh Street #4B,2/1/2023,"$995,000",Midwood,"1,678",$593,Condo,3,2,,,,,,,,,,,,,
560 76th Street,2/7/2023,"$1,350,000",Bay Ridge,,#DIV/0!,Townhouse,4,2,11.9,19.9,11.8,10.3,10.9,13.8,8,10.3,Line,6,0,2,
420 Franklin Avenue #2,3/11/2023,"$1,170,000",Bedford-Stuyvesant,"1,108","$1,056",Condo,2,2,20.4,15.8,22.4,9.1,14.1,8,,,Island,4,0,0,
203 Seventh Avenue #4A,2/7/2023,"$44,964",Park Slope,,#DIV/0!,Co-op,2,2,25,14,13.8,13.8,15.5,12,,,Galley,6,0,0,
116 2 Place #4,1/4/2023,"$1,695,000",Carroll Gardens,"1,084","$1,564",Condo,2,2,22.9,19.2,8.8,9.9,,,,,Island,3,0,0,
766 Union Street #3,4/12/2023,"$1,895,000",Park Slope,"1,192","$1,590",Condo,3,2,11.9,21.5,7.9,11.5,10.8,14.1,,,Island,5,0,0,
429 Kent Avenue #314,4/15/2023,"$999,000",Williamsburg,810,"$1,233",Condo,1,1,14.1,13.1,14.5,14.5,,,,,Galley,1,0,0,
232 President Street #3R,4/29/2023,"$950,000",Carroll Gardens,,#DIV/0!,Co-op,2,1,10.4,24,11,10,8,9.8,,,L-shape,2,0,0,
856 58th Street,2/1/2023,"$1,880,000",Sunset Park,"2,916",$645,Multi-family,11,5,,,,,,,,,,,,,
345 14th Street,1/5/2023,"$2,500,000",Park Slope,"2,100","$1,190",Multi-family,5,2,16.2,18.8,10.5,16,10.5,15.4,,,L-shape,3,0,0,
103 President Street #4,1/23/2023,"$1,650,000",Columbia St Waterfront District,"1,150","$1,435",Condo,3,2,13.7,10.9,13.2,14.3,13,8,14.3,9.4,Island,2,0,0,
220 Lewis Avenue,4/28/2023,"$2,200,000",Stuyvesant Heights,"3,715",$592,Multi-family,5,3,11.9,28.6,18.2,12,7.2,13.7,8.9,12.7,L-shape,5,0,0,
1366 Brooklyn Avenue MULTI-FAMILY,1/20/2023,"$880,000",East Flatbush,,#DIV/0!,Multi-family,5,3,11.11,16.2,8.11,9.2,10.7,17.8,,,Galley,2,0,0,
239 President Street #3,1/27/2023,"$2,250,000",Carroll Gardens,"1,259","$1,787",Condo,3,2,14,24.5,13.5,13.8,8.9,10,8.2,11,Line,4,0,0,
22 North 6th Street #26I,1/5/2023,"$999,000",Williamsburg,,#DIV/0!,Condo,1,1,,,,,,,,,,,,,
9801 Shore Road #1D,4/11/2023,"$300,000",Fort Hamilton,850,$353,Co-op,1,1,,,,,,,,,,,,,
2024 Bath Avenue,4/18/2023,"$1,250,000",Bath Beach,"2,200",$568,Building,3,3,,,,,,,,,,,,,
2061 Bragg Street,2/1/2023,"$818,000",Homecrest,"1,782",$459,House,3,2.5,,,,,,,,,,,,,
393 Ashford Street,5/18/2023,"$750,000",East New York,"2,000",$375,Multi-family,4,2,,,,,,,,,,,,,
10 Quincy Street #3E,2/14/2023,"$1,695,000",Clinton Hill,"1,209","$1,402",Condo,2,2,13.7,22.1,10.6,14.3,11.11,15.11,,,Line,3,0,0,
103 President Street #3,1/11/2023,"$1,195,000",Columbia St Waterfront District,850,"$1,406",Condo,2,2,13.8,10.9,12.9,8.1,13.2,9.5,,,Island,3,0,0,
103 President Street #1,1/11/2023,"$1,590,000",Columbia St Waterfront District,"1,300","$1,223",Condo,2,2.5,13.6,10.6,13,8,13,9.5,14.8,17.4,Island,4,0,0,
132 East 37th Street,5/11/2023,"$775,000",East Flatbush,"2,668",$290,House,5,1,17.11,13.2,11.8,11.9,11.6,9.1,11.6,13.6,L-shape,5,0,0,
453 101st Street,3/29/2023,"$899,999",Fort Hamilton,,#DIV/0!,House,2,1,,,,,,,,,,,,,
1837 67th Street #1F,3/13/2023,"$599,000",Bensonhurst,775,$773,Condo,3,2,,,,,,,,,,,,,
11 Hoyt Street #54J,5/9/2023,"$1,515,000",Downtown Brooklyn,861,"$1,760",Condo,1,1,21.3,12.6,13,12.1,,,,,Island,1,0,1,
274 Saint John's Place #1A,2/1/2023,"$649,000",Prospect Heights,,#DIV/0!,Co-op,1,1,14.3,14.7,10.6,10.5,,,,,Island,3,0,0,
2523 Ocean Avenue #4C,5/4/2023,"$630,000",Homecrest,"1,181",$533,Condo,2,2,,,,,,,,,,,,,
239 President Street #2,2/3/2023,"$1,995,000",Carroll Gardens,"1,231","$1,621",Condo,2,2,14,28.8,14.8,12.8,8.2,11,,,Island,3,0,1,
230 Park Place #5C,3/21/2023,"$60,000",Prospect Heights,,#DIV/0!,Co-op,0,1,,,,,,,,,,,,,
2 Grace Court #2Y3Y,3/30/2023,"$2,300,000",Brooklyn Heights,,#DIV/0!,Co-op,3,2,26,11.8,11.6,13.7,14,11.9,11.8,14.3,Galley,8,0,1,
336 Park Place,2/23/2023,"$2,495,000",Prospect Heights,"3,120",$800,Multi-family,5,3,11.6,20.7,12,23,8.1,14.9,,,L-shape,7,0,0,
158 14th Street,1/26/2023,"$2,750,000",Gowanus,"2,540","$1,083",Multi-family,4,4,15.5,21,15.5,25.4,11,14.5,11,13.7,Island,7,0,0,
403 1st Street,3/15/2023,"$3,495,000",Park Slope,"3,096","$1,129",Multi-family,6,3.5,10.6,18,10.6,17.4,16.8,16.6,10.6,17.4,L-shape,9,0,0,
25 Plaza Street #6H,3/15/2023,"$1,350,000",Park Slope,,#DIV/0!,Co-op,2,2,13.11,20.5,14.7,12.11,17.11,11.9,,,Galley,4,0,0,
391 Marlborough Road,1/17/2023,"$1,725,000",Ditmas Park,,#DIV/0!,Multi-family,4,3,13,13,14.6,9,12,11.7,12,8.8,Galley,6,0,1,
570 Louisiana Avenue #1,4/23/2023,"$420,000",Starrett City,,#DIV/0!,Condo,2,2,,,,,,,,,,,,,
462 53rd Street,2/28/2023,"$1,199,900",Sunset Park     ,"2,620",$458,House,4,3,,,,,,,,,,,,,
360 Tompkins Avenue #2,5/18/2023,"$975,000",Bedford-Stuyvesant,909,"$1,073",Condo,2,2,11.3,14.9,8,14.9,9.8,16.8,,,Island,4,0,0,
449 9th Street #2F,6/14/2023,"$725,000",Park Slope,650,"$1,115",Co-op,1,1,14.3,12.1,11.8,7.2,,,,,Line,2,1,0,
22 North 6th Street #11B,2/22/2023,"$1,250,000",Williamsburg,,#DIV/0!,Condo,1,1,13.3,25.1,11.2,13.5,,,,,Island,2,0,0,
22 North 6th Street #8H,4/25/2023,"$1,495,000",Williamsburg,,#DIV/0!,Condo,2,2,13.1,23.11,12,14.7,10.6,9.6,,,Island,4,0,0,
125 North 10th Street #S4E,1/16/2023,"$1,595,000",Williamsburg,"1,009","$1,581",Condo,2,2,15.2,16.1,10.4,13.6,12.8,13.6,,,Island,3,0,2,
550 Vanderbilt Avenue #703,1/17/2023,"$965,000",Prospect Heights,654,"$1,476",Condo,1,1,11,13.7,10,11,,,,,Line,0,0,1,
601 East 19th Street #1C,4/26/2023,"$375,000",Ditmas Park,,#DIV/0!,Co-op,1,1,11,20.8,7.7,14.7,,,,,Line,4,0,0,
323 Greene Avenue #1A,2/3/2023,"$1,495,000",Bedford-Stuyvesant,"1,528",$978,Condo,1,1.5,16.5,15,12.1,15,12.7,11.8,21.1,11.6,Island,2,0,0,
52 92nd Street #7C,4/18/2023,"$775,000",Fort Hamilton,"1,202",$645,Condo,2,2,22.4,15.4,22,13,12.5,9.3,,,Island,4,0,0,
751 East 89th Street #12,1/11/2023,"$65,000",Canarsie,"1,147",$57,Condo,2,2,,,,,,,,,L-shape,1,0,0,
